id,text,stars,categoria
448,"Superó mis expectativas. El acabado se ve mucho más caro de lo que costó. Y de paso, es súper fácil de armar, en 10 minutos estaba listo.",5,textil
449,"No lo recomiendo para nada. Compré una mesa de centro Rukan y el acabado tiene burbujas y marcas de fábrica. Para peor, llegó con un rayón visible en la superficie. Una lástima, esperaba mucho más de esta marca.",1,mueble
450,"¡Excelente! Combina perfecto con el resto de mi decoración. Y de paso, es exactamente como se veía en las fotos.",5,textil
451,"Una de las peores experiencias de compra que he tenido. Compré un cojín Fabril y llegó golpeado por todos lados, el embalaje era pésimo. Sumado a eso, no coincide para nada con las medidas publicadas. No compraría de nuevo en esta tienda.",1,textil
452,"Muy recomendado. El acabado se ve mucho más caro de lo que costó. Además, es súper fácil de armar, en 10 minutos estaba listo.",5,electronica
453,"No cumplió del todo mis expectativas. La cinta LED de Casa Sur olía fuerte a químico los primeros días. Eso sí, es súper fácil de armar, en 10 minutos estaba listo.",2,iluminacion
454,"Una de las peores experiencias de compra que he tenido. Compré una agenda 2026 Rukan y llegó golpeado por todos lados, el embalaje era pésimo. Para peor, las instrucciones de armado están mal traducidas y no calzan con las piezas. No compraría de nuevo en esta tienda.",1,papeleria
455,Increíble calidad. Combina perfecto con el resto de mi decoración. También es exactamente como se veía en las fotos.,5,mueble
456,¡Excelente! La calidad de los materiales superó mis expectativas.,5,electronica
457,Bastante conforme con el producto. Es exactamente como se veía en las fotos.,4,iluminacion
458,"Una de las peores experiencias de compra que he tenido. Compré unos audífonos Tallerín y el color no se parece nada a la foto del sitio. Sumado a eso, el envío se demoró casi tres semanas más de lo prometido. Una lástima, esperaba mucho más de esta marca.",1,electronica
459,Cumple bien lo que promete. Quedó espectacular en el living. Lo único es que faltaban tornillos y tuve que comprarlos por mi cuenta.,4,textil
460,Increíble calidad. Se nota el cuidado en los detalles y terminaciones.,5,electronica
461,"Cargador rápido de Estudio Maule: es correcto sin sorprender, cumple su función.",3,electronica
462,No cumplió del todo mis expectativas. El aplique de pared de Cordillera Home el servicio al cliente no respondió ningún correo.,2,iluminacion
463,"Una de las peores experiencias de compra que he tenido. Compré un banco Tallerín y el acabado tiene burbujas y marcas de fábrica. Además, no coincide para nada con las medidas publicadas. Por si fuera poco, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. No compraría de nuevo en esta tienda.",1,mueble
464,"No lo recomiendo para nada. Compré un mouse inalámbrico Norden y no coincide para nada con las medidas publicadas. Además, el acabado tiene burbujas y marcas de fábrica. Sumado a eso, venía con una pieza rota dentro de la caja. Para peor, el servicio al cliente no respondió ningún correo. Una lástima, esperaba mucho más de esta marca.",1,electronica
465,Cumple bien lo que promete. El proceso de compra y despacho fue impecable.,4,textil
466,"Esperaba mucho más por el precio que pagué. Compré una funda de sofá Norden y el material se siente mucho más barato de lo que se ve en las fotos. Y lo peor: olía fuerte a químico los primeros días. Para peor, no coincide para nada con las medidas publicadas.",1,textil
467,"Increíble calidad. Es súper fácil de armar, en 10 minutos estaba listo.",5,papeleria
468,Alfombra de Rukan: cumple lo básico pero nada extraordinario.,3,textil
469,Agenda 2026 de Tallerín: funciona bien pero el color es más apagado de lo que pensé.,3,papeleria
470,"Perfecto, tal cual se describe. La calidad de los materiales superó mis expectativas.",5,iluminacion
471,"Muy buena compra en general. Es súper fácil de armar, en 10 minutos estaba listo. Lo único es que el tamaño real es bastante menor al que aparece en la descripción.",4,textil
472,"Velador con luz de Bosque Design: llegó a tiempo, aunque el embalaje podría mejorar.",3,iluminacion
473,Muy buena compra en general. El diseño es precioso y funcional a la vez.,4,electronica
474,"No lo recomiendo para nada. Compré una funda de sofá Bosque Design y faltaban tornillos y tuve que comprarlos por mi cuenta. Por si fuera poco, venía con una pieza rota dentro de la caja.",1,textil
475,"Muy decepcionado con esta compra. Compré una agenda 2026 Fabril y faltaban tornillos y tuve que comprarlos por mi cuenta. Para peor, el color no se parece nada a la foto del sitio. Y lo peor: se despegó una parte a la semana de uso. Por si fuera poco, venía con una pieza rota dentro de la caja. Una lástima, esperaba mucho más de esta marca.",1,papeleria
476,"Realmente una mala experiencia de principio a fin. Compré un cargador rápido Norden y llegó con un rayón visible en la superficie. Sumado a eso, el acabado tiene burbujas y marcas de fábrica. Pedí el reembolso y no pienso volver a comprar acá.",1,electronica
477,"No lo recomiendo para nada. Compré un parlante bluetooth Cordillera Home y llegó con un rayón visible en la superficie. Sumado a eso, se despegó una parte a la semana de uso.",1,electronica
478,Superó mis expectativas. Es exactamente como se veía en las fotos.,5,electronica
479,"Esperaba algo mejor, la verdad. El velador con luz de Rukan faltaban tornillos y tuve que comprarlos por mi cuenta.",2,iluminacion
480,"Muy decepcionado con esta compra. Compré un cargador rápido Estudio Maule y el color no se parece nada a la foto del sitio. Para peor, llegó con un rayón visible en la superficie. Y lo peor: no coincide para nada con las medidas publicadas.",1,electronica
481,Muy recomendado. Es exactamente como se veía en las fotos. También se nota el cuidado en los detalles y terminaciones.,5,electronica
482,"Esperaba mucho más por el precio que pagué. Compré un cuaderno de diseño Casa Sur y las instrucciones de armado están mal traducidas y no calzan con las piezas. Sumado a eso, no coincide para nada con las medidas publicadas. Por si fuera poco, el material se siente mucho más barato de lo que se ve en las fotos. Además, tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",1,papeleria
483,Muy recomendado. Es exactamente como se veía en las fotos.,5,mueble
484,¡Excelente! Se nota el cuidado en los detalles y terminaciones.,5,electronica
485,"Muy recomendado. El proceso de compra y despacho fue impecable. Y de paso, combina perfecto con el resto de mi decoración.",5,textil
486,"Esperaba algo mejor, la verdad. El colgante LED de Bosque Design el acabado tiene burbujas y marcas de fábrica.",2,iluminacion
487,"Block de bocetos de Fabril: es correcto sin sorprender, cumple su función.",3,papeleria
488,"Lámpara de pie de Cordillera Home: está bien para el precio, aunque esperaba un poco más.",3,iluminacion
489,Velador con luz de Lumina: funciona bien pero el color es más apagado de lo que pensé.,3,iluminacion
490,Bastante conforme con el producto. Llegó antes de lo prometido y muy bien embalado.,4,papeleria
491,"Esperaba algo mejor, la verdad. El block de bocetos de Lumina el tamaño real es bastante menor al que aparece en la descripción.",2,papeleria
492,"Realmente una mala experiencia de principio a fin. Compré un teclado mecánico Estudio Maule y no coincide para nada con las medidas publicadas. Y lo peor: el servicio al cliente no respondió ningún correo. Y lo peor: las instrucciones de armado están mal traducidas y no calzan con las piezas. Y lo peor: tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Definitivamente no vale lo que cuesta.",1,electronica
493,"¡Excelente! Llegó antes de lo prometido y muy bien embalado. Y de paso, la calidad de los materiales superó mis expectativas.",5,electronica
494,"Esperaba algo mejor, la verdad. El parlante bluetooth de Fabril olía fuerte a químico los primeros días. Eso sí, llegó antes de lo prometido y muy bien embalado.",2,electronica
495,"No cumplió del todo mis expectativas. La cinta LED de Tallerín llegó con un rayón visible en la superficie. Eso sí, es exactamente como se veía en las fotos.",2,iluminacion
496,Superó mis expectativas. El proceso de compra y despacho fue impecable.,5,papeleria
497,"Muy recomendado. Es súper fácil de armar, en 10 minutos estaba listo. Y de paso, combina perfecto con el resto de mi decoración.",5,electronica
498,"¡Excelente! Es súper fácil de armar, en 10 minutos estaba listo.",5,textil
499,Bastante conforme con el producto. Quedó espectacular en el living. Lo único es que el acabado tiene burbujas y marcas de fábrica.,4,textil
500,"Muy decepcionado con esta compra. Compré un organizador de escritorio Lumina y el acabado tiene burbujas y marcas de fábrica. Por si fuera poco, el envío se demoró casi tres semanas más de lo prometido. Sumado a eso, no coincide para nada con las medidas publicadas. Pedí el reembolso y no pienso volver a comprar acá.",1,papeleria
501,Sillón de Norden: funciona bien pero el color es más apagado de lo que pensé.,3,mueble
502,"Tiene varios detalles que no me convencieron. El cojín de Casa Sur se despegó una parte a la semana de uso. Eso sí, el diseño es precioso y funcional a la vez.",2,textil
503,Muy buena compra en general. El acabado se ve mucho más caro de lo que costó. Lo único es que el material se siente mucho más barato de lo que se ve en las fotos.,4,textil
504,Superó mis expectativas. El diseño es precioso y funcional a la vez.,5,mueble
505,"Una de las peores experiencias de compra que he tenido. Compré un velador Fabril y el tamaño real es bastante menor al que aparece en la descripción. Por si fuera poco, se despegó una parte a la semana de uso.",1,mueble
506,"Una de las peores experiencias de compra que he tenido. Compré una mesa de centro Bosque Design y olía fuerte a químico los primeros días. Sumado a eso, se despegó una parte a la semana de uso. Y lo peor: el material se siente mucho más barato de lo que se ve en las fotos. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
507,"Superó mis expectativas. Es súper fácil de armar, en 10 minutos estaba listo. Y de paso, quedó espectacular en el living.",5,electronica
508,"Realmente una mala experiencia de principio a fin. Compré una funda de sofá Bosque Design y el acabado tiene burbujas y marcas de fábrica. Y lo peor: el envío se demoró casi tres semanas más de lo prometido. Por si fuera poco, las instrucciones de armado están mal traducidas y no calzan con las piezas. Por si fuera poco, venía con una pieza rota dentro de la caja. Pedí el reembolso y no pienso volver a comprar acá.",1,textil
